,index,content
3589,3634,i am assuming ki mera koi competitor nhi hai
3590,3635,haan aur bikega tab jab demand hoga na
3591,3636,tera profit hoga
3592,3637,chahe hi price badhake
3593,3638,jab demand hai tab supply kar
3594,3639,insaano ki bhasha mein bol
3595,3640,i supply in demand
3596,3641,yaha bechunga coconuts ko
3597,3642,yaha demand hai
3598,3643,coconut business ek profitable business hai
3599,3644,and my side business
3600,3645,my college director
3601,3646,atleast for me
3602,3647,hostel mein jaana is getting kicked out from house
3603,3648,woh toh ho hi raha hai
3604,3649,full on adda jamayenge waha
3605,3650,koi gaanja le aana
3606,3651,mai old monk le aaunga
3607,3652,full on bakchodi
3608,3653,ise kehte hai akahand chutiyapa
3609,3654,kabir bhi aa raha hai kya
3610,3655,milte hai friday ko
3611,3656,csi ka ya modern ka
3612,3657,agar mai school uniform mein aau toh
3613,3658,u are my breed
3614,3659,and also mere midsems sat se hai
3615,3660,thrusday nhi tha
3616,3661,nhi toh mai bhatak jaaunga
3617,3662,mai rudransh ke saath aaunga
3618,3663,mai saare classes skip karta hun lol
3619,3664,on karke chod dunga phone
3620,3665,are haan classes toh mai phone mein bhi kar sakta hun
3621,3666,classes bhi hai
3622,3667,ab rula mat
3623,3668,haan pata hai
3624,3669,cp ki classes khatam karke
3625,3670,after classes aa jaaunga mai
3626,3671,wednesday is fine
3627,3672,velle iitians
3628,3673,agar lamba plan hai toh
3629,3674,thrusday ko
3630,3675,so friday nhi
3631,3676,mai college walo ke saath khelta hun
3632,3677,kaun chutiya timeout de raha hai be
3633,3678,before going to college
3634,3679,in theatres
3635,3680,yes i want to watch  it
3636,3681,aur haan parth ke team mein rahunga mai
3637,3682,mai goal keepeing nhi karunga pehle hi bata raha hun
3638,3683,pakka college ka kuch kaam aa gaya hoga
3639,3684,extra sweet
3640,3685,ek bahut badhiya question hai ruk bhejta
3641,3686,aaja question solve karde
3642,3687,u know time complexity
3643,3688,but mai toh kal gaya tha na
3644,3689,aaj bhi khelne aana hai kya
3645,3690,whos mother is a whore
3646,3691,kuch nhi rakha hai in sabmein
3647,3692,aaj khelne aana hai kya
3648,3693,my iiit good
3649,3694,atleast i dont have classes on weekends
3650,3695,aaj aaoge kya
3651,3696,aaj mera game tournament bhi hai
3652,3697,aa jaaunga
3653,3698,aaj rehne dete hai
3654,3699,kaun kaun aa raha hai aaj
3655,3700,kuch jaada hi papers nhi ho rahe hai tere mein
3656,3701,kal khelne aa rahe hai na
3657,3702,dono legs ke
3658,3703,mera ek ungli ab bhi kharab hai
3659,3704,he is givinnh jee
3660,3705,mera electronics mein help karo
3661,3706,abhi filhaal
3662,3707,toh phir theek hai mai aa jaaunga
3663,3708,agar toatal india mein
3664,3709,cases kitne hai
3665,3710,saving humanity
3666,3711,pure india ka hai kya
3667,3712,utni hi bheed milegi jitni pehle hoti thi
3668,3713,abhi sjt chala jaaiyo
3669,3714,koi lockdown nhi hai
3670,3715,seriousness nhi hai bc
3671,3716,mera college khula nhi hai
3672,3717,mai nhi hounga most probably cuz kerela mein cases bahut hai toh mere toh relatively baad mein hi khulenge
3673,3718,tab toh hum college mein honge na
3674,3719,jitni aasan maine sochi thi cse utni aasan hai nahi
3675,3720,usko attend karkar mai depress ho gaya hun
3676,3721,aaj tech club ka tha
3677,3722,mera bhi same
3678,3723,valo ke alawa pehle hi bata raha hun
3679,3724,maine kuch download nahi kiya
3680,3725,aaj aaoge kya kuch khelne
3681,3726,but why windows is so cool
3682,3727,mera tech club ka orientation chal raha hai abhi
3683,3728,u need to serve them
3684,3729,dont feel sad
3685,3730,me not coming
3686,3731,mai ni aa paaunga
3687,3732,aaj mai nahi aa paaunga khelne
3688,3733,mere paas badminton hai
3689,3734,ya kisi aur ke paas ball hai kya
3690,3735,toh aaj stj cancel
3691,3736,agar mere bhi nahi khul rahe toh
3692,3737,nahi chahata mai ki duniya ka koi bhi college khule
3693,3738,band ho jaye dtu
3694,3739,band kyu nahi jo jaata dtu
3695,3740,yeah i know
3696,3741,is it cancelled
3697,3743,the way you were eating your birthday cake
3698,3744,and bahut colleges are opening
3699,3745,but cases toh badh nahi rahe
3700,3746,waise hua kyu postpone
3701,3747,atleast it isnt canceled
3702,3748,khana milta
3703,3749,yaar jana tha mereko alumni meet pe
3704,3750,thats diaarhoea
3705,3751,mera orientation new year eve mein rakha hai inhone
3706,3752,is baar kuch anokha ho jayega
3707,3753,har baar meri christmas aise hi jaati hai
3708,3754,kuch naya karte hai
3709,3755,i am in to go to church
3710,3756,that was a very nice reply
3711,3757,feeling low today
3712,3758,mann nahi kar raha
3713,3759,me neither
3714,3760,thanks dude
3715,3761,just like you
3716,3762,kab de raha hai tu
3717,3763,vit jaane se pehle
3718,3764,tune mereko party deni thi aaryan
3719,3765,i am not gonna miss
3720,3766,aa jaaunga
3721,3767,jee mains ke
3722,3768,ek hafte se laga hun saare pyq karne mein
3723,3769,this lcd is making me sick
3724,3770,i gotta study
3725,3771,dekhta hun
3726,3772,aa jaaunha
3727,3773,abe theek hai
3728,3774,i didnt ask rudransh give my share
3729,3775,i said i will come
3730,3776,i didnt ask for
3731,3777,why should i
3732,3778,from seniors
3733,3779,i am learning unity
3734,3780,dekhta hun
3735,3781,mera aana jaruri hai kya kal
3736,3782,are you coming
3737,3783,that would be very safe
3738,3784,and wait for us
3739,3785,sleep there all night long
3740,3786,come at the theater at night
3741,3787,thanks master
3742,3789,ek baar aaya tha
3743,3790,and rudransh ke saath aa jaaunga
3744,3791,kitni badi hai movie
3745,3792,itna jaada
3746,3793,are kya likh rahe ho
3747,3794,so i made a diff type of conclusion
3748,3795,apart from aaryan siri
3749,3796,but phir socha ki
3750,3797,ye possibility maine pehle sochi thi
3751,3798,aaryan siri
3752,3799,aaj tum bhi aa rahe ho
3753,3800,me souro ishan and
3754,3801,kaun kaun aa rha hai
3755,3802,you get only one chance bro
3756,3803,yeah mee to
3757,3804,and give me protection
3758,3805,may the god be with me
3759,3806,for football
3760,3807,are you coming today
3761,3808,shooting game hai kya
3762,3809,mai download kar lunga
3763,3810,kya khel rahe hai hum aaj
3764,3811,install karna hai
3765,3812,mera dog bana do
3766,3813,soura ka goat hai
3767,3814,mera bhi kuch karo
3768,3815,souro is also coming rihlght
3769,3816,goat ka matlab
3770,3817,prefer football
3771,3818,kaha vote karu mai
3772,3819,ye kya hag diya
3773,3820,kab aa raha hai
3774,3821,please batado kaun kaun aa raha hai aur
3775,3822,aaj khelne aana hai kya
3776,3823,college mein jaane nahi denge
3777,3824,vaccination hogi kya meri
3778,3825,chawanprash khana padega
3779,3826,are lol mai toh vaccinated bhi nahi hun
3780,3827,aur bsdk mask nikal kar kaha jaa raha hai be
3781,3828,apne ghar ke gali mein hi hai na tu
3782,3829,lekin abhi bhi
3783,3830,abhi nikla nahi hoga saala
3784,3831,ye aaryan chutiya bana raha hai
3785,3832,apni shakal daalkar
3786,3833,photo bhej phir
3787,3834,matlab abhi ghar se nikal gaya hoga na
3788,3835,all things sorted oit
3789,3836,so i will be in his team
3790,3837,waise parth needs me to carry him
3791,3838,weird english i know
3792,3839,who goes for parth to take the ball from him
3793,3840,lol this is the thing that happens
3794,3841,i will apply my big brain and be safe
3795,3842,i will play safe then
3796,3843,kya kar lega waise bhi woh
3797,3844,koi nahi teri placement toh ho hi jaayegi
3798,3845,seminar attend karke
3799,3846,waise bhi kaunsa phayeda ho jaayega
3800,3847,yeah thats where the drug addicts are kept
3801,3848,seminars are useless
3802,3849,toh valo khel sakta hun mai
3803,3850,very funny
3804,3851,but react karne ke liye kuch de
3805,3852,kuch likh raha tha aaryan
3806,3853,mai apne ek dost ko milne jaa raha hun
3807,3854,mai aa raha
3808,3855,aaj aana hai na khelne
3809,3856,mai aa raha
3810,3857,aaj kaun kaun aa raha hai waise
3811,3858,mai bhi nahi aa raha phir
3812,3859,are haan khelte waqt toh mask nahi pehenenge
3813,3860,nice excuse
3814,3861,mai shaayad aayega
3815,3862,kyuki man nahi kar raha
3816,3863,mai shaayad na aau
3817,3864,nice logic
3818,3865,mai aayega aaj
3819,3866,till next week
3820,3867,lets se if i survive
3821,3868,dekhte hai kya hota hai
3822,3869,khada bhi nahi hua jaa raha
3823,3870,bahut dard ho raha
3824,3871,i fractured
3825,3872,chota sa fracture lag raha hai mereko
3826,3873,mere pair ki halat kharab hai
3827,3874,me comming
3828,3876,mere area mein halki halki baarish ho rahi hai
3829,3877,and bullets
3830,3879,mereko laga tu ye puch raha tha merese
3831,3880,waise batana kya tha
3832,3881,aisa kuch ig
3833,3883,lekin aisa hone par humari body disintegrate ho jayegi
3834,3884,agar hum light ke speed se jaada speed pe jaye toh
3835,3885,light se time travel kiya ja sakta hai ig
3836,3887,history going on
3837,3888,that was nice by the way
3838,3889,bumba bumba
3839,3890,jo merese hoga nahi
3840,3891,jo thoda bahut influence kar paye
3841,3892,use bas supporters chahiye
3842,3893,ha possible hai ye
3843,3894,now she is targeting position of prime minister
3844,3895,mamta banerjee from bangladesh gets to control west bengal
3845,3896,aah yeah like aasharam babq
3846,3897,no intentions like that
3847,3898,chahe kuch bhi ho jaye
3848,3899,par nahi karunga
3849,3900,politics and ias
3850,3901,written toh subjects pe depend karega
3851,3902,interview bro
3852,3903,and ek private college wale baache ka ho bhi sakta hai
3853,3904,upsc mein iit bombay wale ka selection nahi bhi ho sakta hai
3854,3905,mereko bhi yahi lagta hai
3855,3906,thoda thodq
3856,3907,mai karunga upsc ki tayiyari agar samay milega toh
3857,3908,not a shitty govt quarter
3858,3909,respect hai bro
3859,3910,only good things
3860,3911,dont do shit things
3861,3912,you have the power to control the entire district
3862,3913,you get a villa that is very luxurious
3863,3914,you cant be removed from your job
3864,3915,yah that will be better
3865,3916,in return like me
3866,3917,with full effort and then get nothing
3867,3918,or pcmb then jee and neet
3868,3919,mai akela nahi ghumna chahata aadha ghanta
3869,3920,koi aur bhi aa jana
3870,3921,aa jaaunga
3871,3922,wahi kar raha tha abhi
3872,3923,edit dekh ke kare jara
3873,3924,khatam karte hai ye abhi
3874,3925,which i got while preparing for jee and neet both lol
3875,3926,mereko saare symptoms hai
3876,3927,aacha mereko bhi hai
3877,3928,pstd kya hota hai
3878,3929,so mereko mere family wale ignore karte hai
3879,3930,i did nothing to feel proud of
3880,3931,but you atleast scored well
3881,3932,mai alag room mein band pada rehta hun
3882,3933,mai hi akela hun jo apne family se isolated hai
3883,3934,uske bhi fam plans
3884,3935,whatever you may name him
3885,3936,curly hair wala
3886,3937,the one who appeared when i came late one day
3887,3938,mera dost nahi aa raha
3888,3939,i am home alive
3889,3940,in front of statur
3890,3941,arpan ka number de de
3891,3943,kya bak raha hai br
3892,3944,family issues
3893,3945,my friend not coming
3894,3946,haan khun nikla tha us din
3895,3947,hawa kam kar di na tune aaryan
3896,3949,tu aa raha kya
3897,3950,toh aa kitne rahe
3898,3951,tony montana hai kaun
3899,3952,aur rudransh bhi aayega shaayad
3900,3953,mera dost bhi aa raha
3901,3954,itna sukha kaise hai
3902,3955,this was kinda unexpected
3903,3956,whats the meaning
3904,3957,in fact i am in the stream right now
3905,3958,i was in a stream
3906,3959,why is the update stalling after some time
3907,3960,mine are over
3908,3961,i mean personal room
3909,3962,single room
3910,3963,us moment bhay
3911,3964,pic send fas fas
3912,3966,that cat sim is definitely better than goat simulator
3913,3967,woh bhi accha hai
3914,3968,waise mereko ek aur game mila hai stray
3915,3969,haan hogaya
3916,3970,vpn on tha
3917,3971,ye error aara hai
3918,3972,kehta hai cannot installdownload the additional resource files
3919,3973,chal koi na
3920,3974,install nhi hota hai
3921,3975,bhainye fitgirl mein dikkat aati hai
3922,3976,nhi chala bhay
3923,3977,dheere dheere speed kam ho gyi bc
3924,3978,chutti aise hi bekaar jaa rhi hai
3925,3979,koi dedo batman ke games
3926,3980,qbit use karta hun
3927,3981,nhi chalraha torrent
3928,3982,arkham night hi dediya
3929,3983,arkham night dedo
3930,3984,dikh kyu nhi raha hai
3931,3985,aare aajao
3932,3986,ok i am comming
3933,3987,aarehe ho valo
3934,3988,abhi khel rahe ho kya
3935,3989,haan kal mai aajaaunga
3936,3990,are woh karke bataunga
3937,3991,are bahut jaada
3938,3992,aaj bakchodi karni hai hostel mein bahut bhayankar
3939,3993,mai nhi aa paaunga
3940,3994,day by day i am getting better
3941,3995,bhai yuaar aacha name rakh lete
3942,3996,varun batra
3943,3997,mere roommate ke paas xbox ka controller hai kya hi sexy hai woh toh
3944,3998,college wifi pe blocked hai kya
3945,3999,aur koi aana chahata hai toh aa jao
3946,4000,yeah coming
3947,4001,yeah i am in
3948,4002,i mean ek ek ke paas
3949,4003,but woh toh seniors se le lete hai hum
3950,4004,siwaye porn ke
3951,4005,but bolne pe sab khol diya
3952,4006,mere yaha bhi blocked tha
3953,4007,bada wala f
3954,4008,games blocked hai kya
3955,4009,dost se karwaunga woh missions
3956,4010,mission ho hi nhi rahe hai mere se
3957,4011,mai toh saints row khelra
3958,4012,i like ur dedication
3959,4013,this game goes nice with the goat simulator
3960,4014,kabhi bahut bore ho jau toh khelunga
3961,4015,aise hi leliya
3962,4016,kaam aagay
3963,4017,no nope sorry
3964,4018,yeah me in
3965,4019,sasta cyberpunk keh sakte hai use
3966,4020,gta jaisa hi hai
3967,4021,maza aagaya khelke
3968,4022,and kya hi smooth graphics hai uske
3969,4023,i have started playing saints row now
3970,4024,kolej jaa raha hai kya
3971,4025,in kerela weel elle
3972,4026,mass bhajan aur aarti hogi aaj
3973,4027,gend phati padi hai
3974,4028,kal maths ka paer hai
3975,4029,valo mein all mein kaise msg karte hai
3976,4030,econ rating bhi mere jaada haai usse
3977,4031,bhai ye raze mere se upar kyu hai
3978,4032,live jo hora hai
3979,4033,mai toh abhi vct dekh raha hun
3980,4034,tere sem break kitne dino ke hai
3981,4035,god knows why
3982,4036,padhna hai
3983,4037,mid sems bhi aare hai
3984,4038,bahut jaada khel liya mai
3985,4039,kal khelunga
3986,4040,mid sems aare
3987,4041,padhna hai bro
3988,4042,tumhare yaha dinner kab hota hai
3989,4043,kal aur parso khelunga pura din
3990,4044,gotta study
3991,4045,mid sems coming
3992,4046,uske baad mai jaara aot dekhne
3993,4047,mera last hai ye
3994,4048,ban laga hua hai
3995,4049,aur kya chahiye jindagi mein
3996,4050,yt vedio ka
3997,4051,link share karde
3998,4052,isiliye fitgirl pasand nhi hai mereko bc
3999,4053,mai bhi aau
4000,4054,kindly dont disturb me
4001,4055,mai abhi the boys dekh raha hun
4002,4056,finallly vaidhya kolej jaa raha hai
4003,4057,abhi so raha hun
4004,4058,kal jaa raha hai kya
4005,4059,tu lele mera bsdk
4006,4060,aur paani bharne ke liye water cooler tak chalke jaana padega
4007,4061,uske liye paani bharna padega
4008,4062,haan uske liye paani peena padega
4009,4063,mai mutne gaya tha
4010,4064,mai bhi aau kya
4011,4065,wait for me
4012,4066,i can also come
4013,4067,yeah i am in
4014,4068,but mere unlocked agents kyu gayab hogaye
4015,4069,ye toh hota hai
4016,4070,yeah same here
4017,4071,tum log apna check karo
